2025-09-19 14:57:02.831 | INFO     | 喜马拉雅.dp.main:<module>:27 - 浏览器对象创建完成
2025-09-19 18:51:27.754 | WARNING  | __main__:<module>:332 - 封控出现，专辑 84726495 章节稍后补爬
2025-09-19 18:51:33.162 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-07-21', 'createDate': '2015-07-21', 'anchorUid': 4932085, 'playCount': 502910520, 'comments_count': 3820, 'score': 0.73, 'albumTitle': '《校花的贴身高手》上 ｜很纯很暧昧已上线｜丸子演播｜鱼人二代 | 多人有声剧', 'anchorName': '丸子', 'fansCount': 5041821, 'commentCount': 0, 'trackCount': 792, 'albumId': 2799378}
2025-09-19 18:51:33.167 | WARNING  | __main__:<module>:332 - 封控出现，专辑 2799378 章节稍后补爬
2025-09-19 18:51:38.397 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-08-18', 'createDate': '2020-12-06', 'anchorUid': 66703024, 'playCount': 93361207, 'comments_count': 1065, 'score': 0.65, 'albumTitle': '兵起三国之天下争雄丨穿越逆袭&权谋争霸| 乱世枭雄', 'anchorName': '一桶胶水_畅听阁', 'fansCount': 176863, 'commentCount': 0, 'trackCount': 1131, 'albumId': 44499417}
2025-09-19 18:51:38.401 | WARNING  | __main__:<module>:332 - 封控出现，专辑 44499417 章节稍后补爬
2025-09-19 18:51:43.619 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2019-03-04', 'anchorUid': 11107647, 'playCount': 929716805, 'comments_count': 19107, 'score': 0.68, 'albumTitle': '冷王毒宠医妃|穿越免费有声小说（神隐、思远双播）', 'anchorName': '神隐银月之光', 'fansCount': 2671534, 'commentCount': 0, 'trackCount': 582, 'albumId': 21716385}
2025-09-19 18:51:43.624 | WARNING  | __main__:<module>:332 - 封控出现，专辑 21716385 章节稍后补爬
2025-09-19 18:51:53.927 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2015-06-15', 'anchorUid': 6333535, 'playCount': 202949692, 'comments_count': 6967, 'score': 0.86, 'albumTitle': '心理罪（喜马拉雅出品）', 'anchorName': '泡芙先生_', 'fansCount': 5378869, 'commentCount': 0, 'trackCount': 243, 'albumId': 2696006}
2025-09-19 18:51:53.930 | WARNING  | __main__:<module>:332 - 封控出现，专辑 2696006 章节稍后补爬
2025-09-19 18:51:59.160 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-03-14', 'anchorUid': 1266964, 'playCount': 11193596, 'comments_count': 34, 'score': 0.74, 'albumTitle': '【免费】麻衣六相 | 相术悬疑 | 玄学风水 |有声的紫襟团队多人有声剧', 'anchorName': '有声的紫襟', 'fansCount': 27683075, 'commentCount': 0, 'trackCount': 301, 'albumId': 87871462}
2025-09-19 18:51:59.164 | WARNING  | __main__:<module>:332 - 封控出现，专辑 87871462 章节稍后补爬
2025-09-19 18:52:04.335 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-08', 'createDate': '2024-08-16', 'anchorUid': 43499744, 'playCount': 15464781, 'comments_count': 52, 'score': 0.63, 'albumTitle': '【免费】长安街探案：悬疑反转，真相让人震惊！', 'anchorName': '春风洗耳讲故事', 'fansCount': 1379685, 'commentCount': 0, 'trackCount': 517, 'albumId': 83138128}
2025-09-19 18:52:04.340 | WARNING  | __main__:<module>:332 - 封控出现，专辑 83138128 章节稍后补爬
2025-09-19 18:52:09.633 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-02-18', 'anchorUid': 10778196, 'playCount': 14332038, 'comments_count': 85, 'score': 0.74, 'albumTitle': '【免费】异兽迷城丨头陀渊工作室丨重生丨热血爽文丨都市爆笑丨多人有声剧', 'anchorName': '头陀渊讲故事', 'fansCount': 15642588, 'commentCount': 0, 'trackCount': 501, 'albumId': 86075290}
2025-09-19 18:52:09.637 | WARNING  | __main__:<module>:332 - 封控出现，专辑 86075290 章节稍后补爬
2025-09-19 18:52:14.816 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-02-26', 'anchorUid': 38163313, 'playCount': 7475347, 'comments_count': 91, 'score': 0.68, 'albumTitle': '【免费】第一御兽师 | 只有我能看见隐藏进化路线 热血中二', 'anchorName': '聴见', 'fansCount': 995223, 'commentCount': 0, 'trackCount': 500, 'albumId': 86856421}
2025-09-19 18:52:14.820 | WARNING  | __main__:<module>:332 - 封控出现，专辑 86856421 章节稍后补爬
2025-09-19 18:52:19.946 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2021-01-18', 'anchorUid': 3927853, 'playCount': 683812530, 'comments_count': 7935, 'score': 0.72, 'albumTitle': '慕少，狠霸道 | 【免费有声小说】霸总文必听', 'anchorName': '妙儿姐', 'fansCount': 2348873, 'commentCount': 0, 'trackCount': 588, 'albumId': 45784620}
2025-09-19 18:52:19.951 | WARNING  | __main__:<module>:332 - 封控出现，专辑 45784620 章节稍后补爬
2025-09-19 18:52:25.192 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-15', 'createDate': '2023-03-13', 'anchorUid': 47760466, 'playCount': 66265195, 'comments_count': 796, 'score': 0.72, 'albumTitle': '【全集免费】重生之一品嫡女｜双强爽文（免费慢更版）', 'anchorName': '芊雪有声', 'fansCount': 160678, 'commentCount': 0, 'trackCount': 424, 'albumId': 74897214}
2025-09-19 18:52:25.196 | WARNING  | __main__:<module>:332 - 封控出现，专辑 74897214 章节稍后补爬
2025-09-19 18:52:30.330 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-03-04', 'createDate': '2021-06-30', 'anchorUid': 61885848, 'playCount': 151118988, 'comments_count': 1508, 'score': 0.65, 'albumTitle': '修罗战魂（免费版）丨玄幻版赘婿丨多人有声剧', 'anchorName': '老宝玉_白玉京', 'fansCount': 2181189, 'commentCount': 0, 'trackCount': 1241, 'albumId': 50771677}
2025-09-19 18:52:30.335 | WARNING  | __main__:<module>:332 - 封控出现，专辑 50771677 章节稍后补爬
2025-09-19 18:52:35.439 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2024-11-20', 'anchorUid': 112687549, 'playCount': 13077998, 'comments_count': 68, 'score': 0.73, 'albumTitle': '【免费】北派盗墓笔记丨作者云峰丨全网霸榜&写实盗墓文| 灵异探险|我在地底挖宝贝又名北境摸金人北境校尉疯狂盗贼', 'anchorName': '老彩故事会', 'fansCount': 2953576, 'commentCount': 0, 'trackCount': 201, 'albumId': 84559896}
2025-09-19 18:52:35.442 | WARNING  | __main__:<module>:332 - 封控出现，专辑 84559896 章节稍后补爬
2025-09-19 18:52:40.771 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-08-04', 'createDate': '2021-03-19', 'anchorUid': 29284344, 'playCount': 188088870, 'comments_count': 2116, 'score': 0.68, 'albumTitle': '【我滴神呀】我在仙界捡废品|免费有声小说|爆笑双播', 'anchorName': '雨凡有声', 'fansCount': 949490, 'commentCount': 0, 'trackCount': 1057, 'albumId': 47752517}
2025-09-19 18:52:40.776 | WARNING  | __main__:<module>:332 - 封控出现，专辑 47752517 章节稍后补爬
2025-09-19 18:52:45.932 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-07-14', 'createDate': '2024-08-16', 'anchorUid': 26520310, 'playCount': 23806767, 'comments_count': 62, 'score': 0.84, 'albumTitle': '【免费】老弟，作妖呢|牛大宝爆笑演播|都市搞笑故事|低调的666|位列阴班', 'anchorName': '_牛大宝_', 'fansCount': 4167423, 'commentCount': 0, 'trackCount': 502, 'albumId': 83138787}
2025-09-19 18:52:45.936 | WARNING  | __main__:<module>:332 - 封控出现，专辑 83138787 章节稍后补爬
2025-09-19 18:52:51.099 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2021-04-10', 'anchorUid': 43701367, 'playCount': 352217085, 'comments_count': 10068, 'score': 0.77, 'albumTitle': '阴阳棺材铺I免费有声小说l不好听锤我', 'anchorName': 'miss酱油君', 'fansCount': 1279619, 'commentCount': 0, 'trackCount': 517, 'albumId': 48477739}
2025-09-19 18:52:51.104 | WARNING  | __main__:<module>:332 - 封控出现，专辑 48477739 章节稍后补爬
2025-09-19 18:52:56.314 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-03-03', 'createDate': '2015-07-31', 'anchorUid': 12296429, 'playCount': 60408981, 'comments_count': 778, 'score': 0.88, 'albumTitle': '省委班子 许开祯作品', 'anchorName': '东篱菊声', 'fansCount': 490894, 'commentCount': 0, 'trackCount': 108, 'albumId': 2824268}
2025-09-19 18:52:56.318 | WARNING  | __main__:<module>:332 - 封控出现，专辑 2824268 章节稍后补爬
2025-09-19 18:53:01.546 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-07-07', 'createDate': '2023-11-27', 'anchorUid': 30913215, 'playCount': 98538205, 'comments_count': 150, 'score': 0.9, 'albumTitle': '【真人免费】叔，你命中缺我｜小可爱牌风水大佬下山啦 | 爆笑都市言情风水｜双播', 'anchorName': '一刀苏苏', 'fansCount': 6560200, 'commentCount': 0, 'trackCount': 2336, 'albumId': 79341657}
2025-09-19 18:53:01.550 | WARNING  | __main__:<module>:332 - 封控出现，专辑 79341657 章节稍后补爬
2025-09-19 18:53:06.793 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-02-26', 'anchorUid': 26520310, 'playCount': 10648767, 'comments_count': 30, 'score': 0.7, 'albumTitle': '【免费】寒门败家子|牛大宝多人剧', 'anchorName': '_牛大宝_', 'fansCount': 4167424, 'commentCount': 0, 'trackCount': 301, 'albumId': 86856431}
2025-09-19 18:53:06.797 | WARNING  | __main__:<module>:332 - 封控出现，专辑 86856431 章节稍后补爬
2025-09-19 18:53:12.011 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-08-06', 'createDate': '2021-03-09', 'anchorUid': 56578906, 'playCount': 244050934, 'comments_count': 2272, 'score': 0.7, 'albumTitle': '顾少，你的小祖宗下凡了|搞笑免费有声小说多人有声剧', 'anchorName': '加菲不会飞_白玉京', 'fansCount': 1251578, 'commentCount': 0, 'trackCount': 1003, 'albumId': 47412394}
2025-09-19 18:53:12.015 | WARNING  | __main__:<module>:332 - 封控出现，专辑 47412394 章节稍后补爬
2025-09-19 18:53:17.108 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2022-11-15', 'anchorUid': 14930145, 'playCount': 61514214, 'comments_count': 448, 'score': 0.72, 'albumTitle': '王牌神医（免费版）', 'anchorName': '有声刘忙', 'fansCount': 1182615, 'commentCount': 0, 'trackCount': 2273, 'albumId': 72498655}
2025-09-19 18:53:17.112 | WARNING  | __main__:<module>:332 - 封控出现，专辑 72498655 章节稍后补爬
2025-09-19 18:53:22.284 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-05-28', 'createDate': '2024-11-27', 'anchorUid': 1266964, 'playCount': 11728756, 'comments_count': 39, 'score': 0.86, 'albumTitle': '【免费】大明：家父永乐，永镇山河｜爆笑历史 | 有声的紫襟团队｜多人有声剧', 'anchorName': '有声的紫襟', 'fansCount': 27683076, 'commentCount': 0, 'trackCount': 501, 'albumId': 84660090}
2025-09-19 18:53:22.288 | WARNING  | __main__:<module>:332 - 封控出现，专辑 84660090 章节稍后补爬
2025-09-19 18:53:27.434 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2024-03-19', 'anchorUid': 189390212, 'playCount': 54489892, 'comments_count': 304, 'score': 0.88, 'albumTitle': '糙汉免费|嫁给残疾糙汉后，我儿女双全了|啊呀二小姐＆有声先生领衔|多人有声剧', 'anchorName': '啊呀二小姐', 'fansCount': 635119, 'commentCount': 0, 'trackCount': 936, 'albumId': 80987733}
2025-09-19 18:53:29.127 | INFO     | __main__:<module>:358 - 《糙汉免费|嫁给残疾糙汉后，我儿女双全了|啊呀二小姐＆有声先生领衔|多人有声剧》 榜单=免费 排名=74 章节数=30 已入库
2025-09-19 18:53:34.333 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-04-17', 'createDate': '2014-11-19', 'anchorUid': 14209802, 'playCount': 200186277, 'comments_count': 13960, 'score': 0.94, 'albumTitle': '不负如来不负卿 |免费有声小说', 'anchorName': '小仙女Alina', 'fansCount': 2030677, 'commentCount': 0, 'trackCount': 281, 'albumId': 299048}
2025-09-19 18:53:36.099 | INFO     | __main__:<module>:358 - 《不负如来不负卿 |免费有声小说》 榜单=免费 排名=75 章节数=30 已入库
2025-09-19 18:53:41.303 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-02-24', 'createDate': '2021-10-13', 'anchorUid': 92029965, 'playCount': 215166900, 'comments_count': 5208, 'score': 0.87, 'albumTitle': '重生七零：农家奋斗史丨簌簌轻扬丨免费双播', 'anchorName': '簌簌轻扬', 'fansCount': 554826, 'commentCount': 0, 'trackCount': 866, 'albumId': 53822313}
2025-09-19 18:53:43.069 | INFO     | __main__:<module>:358 - 《重生七零：农家奋斗史丨簌簌轻扬丨免费双播》 榜单=免费 排名=76 章节数=30 已入库
2025-09-19 18:53:53.238 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2024-09-14', 'anchorUid': 98304311, 'playCount': 28575284, 'comments_count': 212, 'score': 0.87, 'albumTitle': '【免费】诡案女仵作丨推理破案丨古风悬疑丨烧脑推理丨双强丨多人有声剧', 'anchorName': 'Su萌萌_嫣然有声', 'fansCount': 135766, 'commentCount': 0, 'trackCount': 632, 'albumId': 83565583}
2025-09-19 18:53:55.013 | INFO     | __main__:<module>:358 - 《【免费】诡案女仵作丨推理破案丨古风悬疑丨烧脑推理丨双强丨多人有声剧》 榜单=免费 排名=77 章节数=30 已入库
2025-09-19 18:54:00.231 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-01-09', 'anchorUid': 2342717, 'playCount': 10448910, 'comments_count': 31, 'score': 0.65, 'albumTitle': '【免费】南宋第一卧底 | 大宋第一狠活&穿越权谋&大斌多人剧', 'anchorName': '大斌', 'fansCount': 9967403, 'commentCount': 0, 'trackCount': 501, 'albumId': 85211889}
2025-09-19 18:54:02.001 | INFO     | __main__:<module>:358 - 《【免费】南宋第一卧底 | 大宋第一狠活&穿越权谋&大斌多人剧》 榜单=免费 排名=78 章节数=30 已入库
2025-09-19 18:54:07.218 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2021-10-26', 'anchorUid': 112149582, 'playCount': 156464184, 'comments_count': 723, 'score': 0.74, 'albumTitle': '女神的贴身高手（免费版）', 'anchorName': '免费有声小说AI', 'fansCount': 739838, 'commentCount': 0, 'trackCount': 5338, 'albumId': 54187217}
2025-09-19 18:54:08.996 | INFO     | __main__:<module>:358 - 《女神的贴身高手（免费版）》 榜单=免费 排名=79 章节数=30 已入库
2025-09-19 18:54:14.166 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-03-05', 'createDate': '2021-01-05', 'anchorUid': 29792530, 'playCount': 230669726, 'comments_count': 1534, 'score': 0.74, 'albumTitle': '误入豪门，总裁假戏真做（免费双播）', 'anchorName': '我是圆小萌', 'fansCount': 258178, 'commentCount': 0, 'trackCount': 710, 'albumId': 45384769}
2025-09-19 18:54:16.003 | INFO     | __main__:<module>:358 - 《误入豪门，总裁假戏真做（免费双播）》 榜单=免费 排名=80 章节数=30 已入库
2025-09-19 18:54:21.108 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-02-26', 'anchorUid': 134944915, 'playCount': 5294391, 'comments_count': 11, 'score': 0.75, 'albumTitle': '【免费】上门龙婿|至尊龙婿叶辰萧初然', 'anchorName': '经致听书', 'fansCount': 4510830, 'commentCount': 0, 'trackCount': 301, 'albumId': 86856411}
2025-09-19 18:54:22.873 | INFO     | __main__:<module>:358 - 《【免费】上门龙婿|至尊龙婿叶辰萧初然》 榜单=免费 排名=81 章节数=30 已入库
2025-09-19 18:54:28.192 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-05', 'createDate': '2022-10-21', 'anchorUid': 125068687, 'playCount': 100911722, 'comments_count': 479, 'score': 0.83, 'albumTitle': '鬼医毒妾（免费版）', 'anchorName': '奇文文化', 'fansCount': 2893657, 'commentCount': 0, 'trackCount': 701, 'albumId': 71856245}
2025-09-19 18:54:30.210 | INFO     | __main__:<module>:358 - 《鬼医毒妾（免费版）》 榜单=免费 排名=82 章节数=30 已入库
2025-09-19 18:54:35.404 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2024-12-27', 'createDate': '2024-02-08', 'anchorUid': 20725986, 'playCount': 22751713, 'comments_count': 112, 'score': 0.66, 'albumTitle': '免费｜万古至尊｜热血玄幻｜剑来｜仙逆｜精品Ai多播', 'anchorName': '小米兜大米', 'fansCount': 211232, 'commentCount': 0, 'trackCount': 416, 'albumId': 80414811}
2025-09-19 18:54:37.328 | INFO     | __main__:<module>:358 - 《免费｜万古至尊｜热血玄幻｜剑来｜仙逆｜精品Ai多播》 榜单=免费 排名=83 章节数=30 已入库
2025-09-19 18:54:42.487 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2018-11-05', 'anchorUid': 37504890, 'playCount': 259044741, 'comments_count': 3267, 'score': 0.68, 'albumTitle': '独家蜜爱：晚安，莫先生 | 君颜/予彤 | 免费多人剧', 'anchorName': '君颜讲故事', 'fansCount': 6120957, 'commentCount': 0, 'trackCount': 741, 'albumId': 19180900}
2025-09-19 18:54:44.262 | INFO     | __main__:<module>:358 - 《独家蜜爱：晚安，莫先生 | 君颜/予彤 | 免费多人剧》 榜单=免费 排名=84 章节数=30 已入库
2025-09-19 18:54:49.445 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-01-01', 'createDate': '2021-07-07', 'anchorUid': 1187653, 'playCount': 123671064, 'comments_count': 1007, 'score': 0.65, 'albumTitle': '重生八零：神医媳妇有点辣 |免费有声小说 |多人', 'anchorName': '忻子约', 'fansCount': 173541, 'commentCount': 0, 'trackCount': 584, 'albumId': 51039705}
2025-09-19 18:54:51.146 | INFO     | __main__:<module>:358 - 《重生八零：神医媳妇有点辣 |免费有声小说 |多人》 榜单=免费 排名=85 章节数=30 已入库
2025-09-19 18:54:56.409 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-30', 'createDate': '2024-12-02', 'anchorUid': 8814596, 'playCount': 8296486, 'comments_count': 24, 'score': 0.71, 'albumTitle': '【免费】仙逆 （纯净版）| 《凡人修仙传》同款仙侠 | 耳根大神', 'anchorName': '聊泡儿', 'fansCount': 525584, 'commentCount': 0, 'trackCount': 501, 'albumId': 84725996}
2025-09-19 18:54:58.539 | INFO     | __main__:<module>:358 - 《【免费】仙逆 （纯净版）| 《凡人修仙传》同款仙侠 | 耳根大神》 榜单=免费 排名=86 章节数=30 已入库
2025-09-19 18:55:03.728 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-06-02', 'createDate': '2020-02-12', 'anchorUid': 125068687, 'playCount': 240351100, 'comments_count': 1511, 'score': 0.71, 'albumTitle': '盛世狂妃：傻女惊华（古言宅斗免费有声小说）', 'anchorName': '奇文文化', 'fansCount': 2893657, 'commentCount': 0, 'trackCount': 1311, 'albumId': 33539432}
2025-09-19 18:55:05.457 | INFO     | __main__:<module>:358 - 《盛世狂妃：傻女惊华（古言宅斗免费有声小说）》 榜单=免费 排名=87 章节数=30 已入库
2025-09-19 18:55:10.895 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-03-07', 'anchorUid': 74156937, 'playCount': 5138635, 'comments_count': 17, 'score': 0.0, 'albumTitle': '【免费】较量|官场|权力巅峰|官途|侯卫东|都市迷情|上位', 'anchorName': '一路听天下官方', 'fansCount': 3177037, 'commentCount': 0, 'trackCount': 300, 'albumId': 87475848}
2025-09-19 18:55:12.705 | INFO     | __main__:<module>:358 - 《【免费】较量|官场|权力巅峰|官途|侯卫东|都市迷情|上位》 榜单=免费 排名=88 章节数=30 已入库
2025-09-19 18:55:17.950 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2024-09-23', 'anchorUid': 85615138, 'playCount': 13914176, 'comments_count': 124, 'score': 0.69, 'albumTitle': '已完结|永久免费|男人禁地3|走婚奇谈|恐怖惊悚|香艳刺激|多播精品', 'anchorName': '猫解语_嫣然有声', 'fansCount': 249143, 'commentCount': 0, 'trackCount': 879, 'albumId': 83701341}
2025-09-19 18:55:19.778 | INFO     | __main__:<module>:358 - 《已完结|永久免费|男人禁地3|走婚奇谈|恐怖惊悚|香艳刺激|多播精品》 榜单=免费 排名=89 章节数=30 已入库
2025-09-19 18:55:25.097 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-02-26', 'anchorUid': 403215084, 'playCount': 2353112, 'comments_count': 4, 'score': 1.0, 'albumTitle': '【免费】这个道士有点狗|搞笑|多播|沙雕|故事会|鬼故事|免费|风水|爆笑', 'anchorName': 'Z_小德德', 'fansCount': 10217, 'commentCount': 0, 'trackCount': 401, 'albumId': 86856478}
2025-09-19 18:55:26.793 | INFO     | __main__:<module>:358 - 《【免费】这个道士有点狗|搞笑|多播|沙雕|故事会|鬼故事|免费|风水|爆笑》 榜单=免费 排名=90 章节数=30 已入库
2025-09-19 18:55:31.971 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-01-03', 'createDate': '2022-06-23', 'anchorUid': 175094002, 'playCount': 54686580, 'comments_count': 194, 'score': 0.71, 'albumTitle': '极品驸马爷【免费版】爆笑热血玄幻丨穿越女婿', 'anchorName': '六零一听书', 'fansCount': 2136116, 'commentCount': 0, 'trackCount': 1211, 'albumId': 68951471}
2025-09-19 18:55:33.691 | INFO     | __main__:<module>:358 - 《极品驸马爷【免费版】爆笑热血玄幻丨穿越女婿》 榜单=免费 排名=91 章节数=30 已入库
2025-09-19 18:55:38.875 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2021-05-20', 'anchorUid': 112149582, 'playCount': 146848407, 'comments_count': 708, 'score': 0.73, 'albumTitle': '免费 | 捡漏 | 都市神作&重生鉴宝&盗墓', 'anchorName': '免费有声小说AI', 'fansCount': 739838, 'commentCount': 0, 'trackCount': 4645, 'albumId': 49673183}
2025-09-19 18:55:40.596 | INFO     | __main__:<module>:358 - 《免费 | 捡漏 | 都市神作&重生鉴宝&盗墓》 榜单=免费 排名=92 章节数=30 已入库
2025-09-19 18:55:46.378 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-02-20', 'anchorUid': 172781994, 'playCount': 20178087, 'comments_count': 34, 'score': 0.72, 'albumTitle': '【免费】替嫁给病弱佛修太子后，他破戒了｜古言爆款', 'anchorName': '熊猫青云_云之声', 'fansCount': 1052536, 'commentCount': 0, 'trackCount': 351, 'albumId': 86333122}
2025-09-19 18:55:51.360 | INFO     | __main__:<module>:358 - 《【免费】替嫁给病弱佛修太子后，他破戒了｜古言爆款》 榜单=免费 排名=93 章节数=30 已入库
2025-09-19 18:55:56.644 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2024-11-11', 'anchorUid': 340049325, 'playCount': 6186286, 'comments_count': 85, 'score': 0.78, 'albumTitle': '【免费】规则怪谈：我把怪谈世界玩崩了|异能脑洞|多人有声', 'anchorName': '七猫中文网_都市玄幻', 'fansCount': 543312, 'commentCount': 0, 'trackCount': 501, 'albumId': 84422568}
2025-09-19 18:55:58.465 | INFO     | __main__:<module>:358 - 《【免费】规则怪谈：我把怪谈世界玩崩了|异能脑洞|多人有声》 榜单=免费 排名=94 章节数=30 已入库
2025-09-19 18:56:03.611 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-01-20', 'createDate': '2017-11-12', 'anchorUid': 56546250, 'playCount': 191258205, 'comments_count': 2451, 'score': 0.79, 'albumTitle': '高官雪夜（官路情路）', 'anchorName': '星期天不出门', 'fansCount': 366264, 'commentCount': 0, 'trackCount': 467, 'albumId': 11530931}
2025-09-19 18:56:05.364 | INFO     | __main__:<module>:358 - 《高官雪夜（官路情路）》 榜单=免费 排名=95 章节数=30 已入库
2025-09-19 18:56:10.597 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-04-17', 'createDate': '2015-08-24', 'anchorUid': 14528933, 'playCount': 66209183, 'comments_count': 2207, 'score': 0.94, 'albumTitle': '江湖三十年（上部）|又名所谓江湖行走', 'anchorName': '全勇', 'fansCount': 3271282, 'commentCount': 0, 'trackCount': 117, 'albumId': 2897273}
2025-09-19 18:56:12.322 | INFO     | __main__:<module>:358 - 《江湖三十年（上部）|又名所谓江湖行走》 榜单=免费 排名=96 章节数=30 已入库
2025-09-19 18:56:17.534 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-04-14', 'createDate': '2020-11-11', 'anchorUid': 37504890, 'playCount': 377345425, 'comments_count': 1902, 'score': 0.75, 'albumTitle': '王爷追妻：王妃桃花朵朵掐 | 爆笑甜宠 | 免费多人剧', 'anchorName': '君颜讲故事', 'fansCount': 6120957, 'commentCount': 0, 'trackCount': 1063, 'albumId': 43648257}
2025-09-19 18:56:19.300 | INFO     | __main__:<module>:358 - 《王爷追妻：王妃桃花朵朵掐 | 爆笑甜宠 | 免费多人剧》 榜单=免费 排名=97 章节数=30 已入库
2025-09-19 18:56:24.543 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-04-05', 'createDate': '2024-01-31', 'anchorUid': 445735763, 'playCount': 24004767, 'comments_count': 38, 'score': 0.78, 'albumTitle': '【免费】蓝道江湖之老千 | 恩怨牌局 智谋风云', 'anchorName': '00忍冬藤', 'fansCount': 16700, 'commentCount': 0, 'trackCount': 1470, 'albumId': 80299801}
2025-09-19 18:56:26.375 | INFO     | __main__:<module>:358 - 《【免费】蓝道江湖之老千 | 恩怨牌局 智谋风云》 榜单=免费 排名=98 章节数=30 已入库
2025-09-19 18:56:31.647 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2023-11-04', 'anchorUid': 78657478, 'playCount': 28501399, 'comments_count': 28, 'score': 0.76, 'albumTitle': '全本免费|嫡女归来：步步心计斗渣男|多播|飒爽大女主|女强虐渣', 'anchorName': '北京书香文府有限公司', 'fansCount': 396414, 'commentCount': 0, 'trackCount': 1326, 'albumId': 78979776}
2025-09-19 18:56:33.405 | INFO     | __main__:<module>:358 - 《全本免费|嫡女归来：步步心计斗渣男|多播|飒爽大女主|女强虐渣》 榜单=免费 排名=99 章节数=30 已入库
2025-09-19 18:56:39.445 | INFO     | __main__:<module>:301 - 小说信息{'updateDate': '2025-08-11', 'createDate': '2021-03-12', 'anchorUid': 10778196, 'playCount': 9877762205, 'comments_count': 119775, 'score': 0.91, 'albumTitle': '大奉打更人丨头陀渊领衔多人有声剧|畅听全集|王鹤棣、田曦薇主演影视剧原著|卖报小郎君', 'anchorName': '头陀渊讲故事', 'fansCount': 15642593, 'commentCount': 0, 'trackCount': 1754, 'albumId': 47517749}
2025-09-19 18:56:41.181 | INFO     | __main__:<module>:358 - 《大奉打更人丨头陀渊领衔多人有声剧|畅听全集|王鹤棣、田曦薇主演影视剧原著|卖报小郎君》 榜单=口碑 排名=1 章节数=30 已入库
